"Time","Source","Destination","Protocol","Length","D-Port","S-Port","ACK","SYN","Delta-Time"
"1761.184465","172.27.224.251","172.27.224.250","TCP","60","502","53123","Set","Not set","0.000254"
"1761.186651","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.002186"
"1761.193118","172.27.224.250","172.27.224.251","TCP","60","53123","502","Set","Not set","0.006467"
"1761.201726","172.27.224.250","172.27.224.251","TCP","60","53123","502","Set","Not set","0.008608"
"1761.202579","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.000853"
"1761.202952","172.27.224.250","172.27.224.251","Modbus/TCP","66","53123","502","Set","Not set","0.000373"
"1761.405183","172.27.224.251","172.27.224.250","TCP","60","502","53123","Set","Not set","0.202231"
"1761.420084","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.014901"
"1761.498722","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.078638"
"1761.501842","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003120"
"1761.716549","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214707"
"1761.810694","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094145"
"1761.822481","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011787"
"1762.005910","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.183429"
"1762.028515","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.022605"
"1762.122762","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094247"
"1762.131844","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009082"
"1762.340487","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208643"
"1762.434772","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094285"
"1762.442513","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007741"
"1762.620662","172.27.224.251","172.27.224.250","TCP","60","502","53123","Set","Not set","0.178149"
"1762.630530","172.27.224.250","172.27.224.251","TCP","60","53123","502","Set","Not set","0.009868"
"1762.631390","172.27.224.250","172.27.224.251","TCP","60","53123","502","Set","Not set","0.000860"
"1762.631393","172.27.224.251","172.27.224.250","TCP","60","502","53123","Set","Not set","0.000003"
"1762.631566","172.27.224.250","172.27.224.251","TCP","60","53123","502","Set","Not set","0.000173"
"1762.640530","172.27.224.250","172.27.224.251","TCP","60","53123","502","Not set","Not set","0.008964"
"1762.652461","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.011931"
"1762.746729","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094268"
"1762.752496","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005767"
"1762.964509","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212013"
"1763.058819","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094310"
"1763.061801","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002982"
"1763.276467","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214666"
"1763.370784","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094317"
"1763.382480","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011696"
"1763.588503","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206023"
"1764.005898","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.417395"
"1764.068499","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.062601"
"1764.070407","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001908"
"1764.070413","172.27.224.251","172.27.224.250","TCP","60","502","53124","Not set","Set","0.000006"
"1764.080680","172.27.224.250","172.27.224.251","TCP","60","53124","502","Set","Set","0.010267"
"1764.080684","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000004"
"1764.081205","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000521"
"1764.081442","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000237"
"1764.081689","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000247"
"1764.081942","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000253"
"1764.082188","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000246"
"1764.082437","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000249"
"1764.082685","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000248"
"1764.082933","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000248"
"1764.083188","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000255"
"1764.083435","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000247"
"1764.083684","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000249"
"1764.083931","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000247"
"1764.092236","172.27.224.250","172.27.224.251","TCP","60","53124","502","Set","Not set","0.008305"
"1764.101519","172.27.224.250","172.27.224.251","TCP","60","53124","502","Set","Not set","0.009283"
"1764.102364","172.27.224.250","172.27.224.251","Modbus/TCP","66","53124","502","Set","Not set","0.000845"
"1764.304588","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.202224"
"1764.369150","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.064562"
"1764.371875","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002725"
"1764.571272","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.199397"
"1764.681407","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.110135"
"1764.692545","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011138"
"1764.898871","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206326"
"1764.993063","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094192"
"1765.001865","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008802"
"1765.210883","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209018"
"1765.305085","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094202"
"1765.312518","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007433"
"1765.520168","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.207650"
"1765.520549","172.27.224.250","172.27.224.251","TCP","60","53124","502","Set","Not set","0.000381"
"1765.521399","172.27.224.250","172.27.224.251","TCP","60","53124","502","Set","Not set","0.000850"
"1765.521420","172.27.224.251","172.27.224.250","TCP","60","502","53124","Set","Not set","0.000021"
"1765.521599","172.27.224.250","172.27.224.251","TCP","60","53124","502","Set","Not set","0.000179"
"1765.522799","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.001200"
"1765.530594","172.27.224.250","172.27.224.251","TCP","60","53124","502","Not set","Not set","0.007795"
"1765.617163","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.086569"
"1765.621877","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004714"
"1765.834849","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212972"
"1765.929156","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094307"
"1765.932543","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003387"
"1766.005977","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.073434"
"1766.146856","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.140879"
"1766.241010","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094154"
"1766.251873","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010863"
"1766.458835","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206962"
"1766.553080","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094245"
"1766.562535","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009455"
"1766.770834","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208299"
"1766.865144","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094310"
"1766.871839","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006695"
"1766.958738","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.086899"
"1766.960508","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001770"
"1766.960513","172.27.224.251","172.27.224.250","TCP","60","502","53125","Not set","Set","0.000005"
"1766.970765","172.27.224.250","172.27.224.251","TCP","60","53125","502","Set","Set","0.010252"
"1766.970770","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000005"
"1766.971442","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000672"
"1766.971678","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000236"
"1766.971925","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000247"
"1766.972173","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000248"
"1766.972420","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000247"
"1766.972673","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000253"
"1766.972920","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000247"
"1766.973169","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000249"
"1766.973418","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000249"
"1766.973665","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000247"
"1766.973918","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000253"
"1766.974181","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000263"
"1766.982260","172.27.224.250","172.27.224.251","TCP","60","53125","502","Set","Not set","0.008079"
"1766.991859","172.27.224.250","172.27.224.251","TCP","60","53125","502","Set","Not set","0.009599"
"1766.992727","172.27.224.250","172.27.224.251","Modbus/TCP","66","53125","502","Set","Not set","0.000868"
"1767.082815","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.090088"
"1767.177079","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094264"
"1767.181877","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004798"
"1767.194996","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.013119"
"1767.379229","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.184233"
"1767.489020","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109791"
"1767.492564","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003544"
"1767.706856","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214292"
"1767.801216","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094360"
"1767.811915","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010699"
"1768.005870","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.193955"
"1768.018822","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.012952"
"1768.113007","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094185"
"1768.122565","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009558"
"1768.330827","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208262"
"1768.410431","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.079604"
"1768.420609","172.27.224.250","172.27.224.251","TCP","60","53125","502","Set","Not set","0.010178"
"1768.421437","172.27.224.250","172.27.224.251","TCP","60","53125","502","Set","Not set","0.000828"
"1768.421441","172.27.224.251","172.27.224.250","TCP","60","502","53125","Set","Not set","0.000004"
"1768.421638","172.27.224.250","172.27.224.251","TCP","60","53125","502","Set","Not set","0.000197"
"1768.425063","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.003425"
"1768.430623","172.27.224.250","172.27.224.251","TCP","60","53125","502","Not set","Not set","0.005560"
"1768.432532","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.001909"
"1768.642817","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210285"
"1768.737619","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094802"
"1768.741902","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004283"
"1768.954795","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212893"
"1769.049234","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094439"
"1769.052563","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003329"
"1769.251199","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198636"
"1769.360979","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109780"
"1769.371953","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010974"
"1769.578826","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206873"
"1769.673345","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094519"
"1769.682582","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009237"
"1769.858186","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.175604"
"1769.860504","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002318"
"1769.860512","172.27.224.251","172.27.224.250","TCP","60","502","53126","Not set","Set","0.000008"
"1769.870759","172.27.224.250","172.27.224.251","TCP","60","53126","502","Set","Set","0.010247"
"1769.870765","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000006"
"1769.871971","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.001206"
"1769.872202","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000231"
"1769.872449","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000247"
"1769.872705","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000256"
"1769.872950","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000245"
"1769.873199","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000249"
"1769.873445","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000246"
"1769.873701","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000256"
"1769.873947","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000246"
"1769.874197","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000250"
"1769.874446","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000249"
"1769.874696","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000250"
"1769.882313","172.27.224.250","172.27.224.251","TCP","60","53126","502","Set","Not set","0.007617"
"1769.890766","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.008453"
"1769.891885","172.27.224.250","172.27.224.251","TCP","60","53126","502","Set","Not set","0.001119"
"1769.892757","172.27.224.250","172.27.224.251","Modbus/TCP","66","53126","502","Set","Not set","0.000872"
"1769.985145","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.092388"
"1769.991917","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006772"
"1770.005836","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.013919"
"1770.095023","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.089187"
"1770.202776","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.107753"
"1770.297031","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094255"
"1770.302610","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005579"
"1770.514760","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212150"
"1770.609015","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094255"
"1770.611946","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002931"
"1770.811144","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.199198"
"1770.921180","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.110036"
"1770.932627","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011447"
"1771.138758","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206131"
"1771.232969","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094211"
"1771.241977","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009008"
"1771.310888","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.068911"
"1771.320680","172.27.224.250","172.27.224.251","TCP","60","53126","502","Set","Not set","0.009792"
"1771.321916","172.27.224.250","172.27.224.251","TCP","60","53126","502","Set","Not set","0.001236"
"1771.321920","172.27.224.251","172.27.224.250","TCP","60","502","53126","Set","Not set","0.000004"
"1771.322100","172.27.224.250","172.27.224.251","TCP","60","53126","502","Set","Not set","0.000180"
"1771.330632","172.27.224.250","172.27.224.251","TCP","60","53126","502","Not set","Not set","0.008532"
"1771.450732","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.120100"
"1771.545002","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094270"
"1771.551933","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006931"
"1771.762753","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210820"
"1771.856949","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094196"
"1771.862624","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005675"
"1772.006017","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.143393"
"1772.059129","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.053112"
"1772.169022","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109893"
"1772.171952","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002930"
"1772.386712","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214760"
"1772.480957","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094245"
"1772.492629","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011672"
"1772.698757","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206128"
"1772.758727","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.059970"
"1772.760534","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001807"
"1772.760539","172.27.224.251","172.27.224.250","TCP","60","502","53127","Not set","Set","0.000005"
"1772.770821","172.27.224.250","172.27.224.251","TCP","60","53127","502","Set","Set","0.010282"
"1772.770825","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000004"
"1772.771469","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000644"
"1772.771708","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000239"
"1772.771955","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000247"
"1772.772203","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000248"
"1772.772455","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000252"
"1772.772702","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000247"
"1772.772950","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000248"
"1772.773198","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000248"
"1772.773452","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000254"
"1772.773698","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000246"
"1772.773947","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000249"
"1772.774196","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000249"
"1772.782308","172.27.224.250","172.27.224.251","TCP","60","53127","502","Set","Not set","0.008112"
"1772.791885","172.27.224.250","172.27.224.251","TCP","60","53127","502","Set","Not set","0.009577"
"1772.792776","172.27.224.250","172.27.224.251","Modbus/TCP","66","53127","502","Set","Not set","0.000891"
"1772.792919","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.000143"
"1772.801964","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009045"
"1772.995047","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.193083"
"1773.010689","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.015642"
"1773.105057","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094368"
"1773.112672","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007615"
"1773.322719","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210047"
"1773.416970","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094251"
"1773.421970","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005000"
"1773.634702","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212732"
"1773.729051","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094349"
"1773.732652","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003601"
"1773.946736","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214084"
"1774.005804","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.059068"
"1774.040914","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.035110"
"1774.051996","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011082"
"1774.210433","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.158437"
"1774.220716","172.27.224.250","172.27.224.251","TCP","60","53127","502","Set","Not set","0.010283"
"1774.221932","172.27.224.250","172.27.224.251","TCP","60","53127","502","Set","Not set","0.001216"
"1774.221936","172.27.224.251","172.27.224.250","TCP","60","502","53127","Set","Not set","0.000004"
"1774.222116","172.27.224.250","172.27.224.251","TCP","60","53127","502","Set","Not set","0.000180"
"1774.230688","172.27.224.250","172.27.224.251","TCP","60","53127","502","Not set","Not set","0.008572"
"1774.258679","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.027991"
"1774.352937","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094258"
"1774.362607","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009670"
"1774.570693","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208086"
"1774.664973","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094280"
"1774.671980","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007007"
"1774.882699","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210719"
"1774.976916","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094217"
"1774.982658","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005742"
"1775.194677","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212019"
"1775.288890","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094213"
"1775.292009","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003119"
"1775.491100","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.199091"
"1775.601020","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.109920"
"1775.612684","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011664"
"1775.659333","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.046649"
"1775.660579","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001246"
"1775.660584","172.27.224.251","172.27.224.250","TCP","60","502","53128","Not set","Set","0.000005"
"1775.670842","172.27.224.250","172.27.224.251","TCP","60","53128","502","Set","Set","0.010258"
"1775.670847","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000005"
"1775.672035","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.001188"
"1775.672271","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000236"
"1775.672521","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000250"
"1775.672765","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000244"
"1775.673014","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000249"
"1775.673268","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000254"
"1775.673516","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000248"
"1775.673762","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000246"
"1775.674010","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000248"
"1775.674266","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000256"
"1775.674513","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000247"
"1775.674760","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.000247"
"1775.682356","172.27.224.250","172.27.224.251","TCP","60","53128","502","Set","Not set","0.007596"
"1775.692971","172.27.224.250","172.27.224.251","TCP","60","53128","502","Set","Not set","0.010615"
"1775.693806","172.27.224.250","172.27.224.251","Modbus/TCP","66","53128","502","Set","Not set","0.000835"
"1775.818680","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.124874"
"1775.896071","172.27.224.251","172.27.224.250","TCP","60","502","53128","Set","Not set","0.077391"
"1775.912959","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.016888"
"1775.922700","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009741"
